장소명,정보
영산양재홀,영산양재홀 영산 양재호 개관 영산 문화 재단 운영 규모 문화 예술 공연장 이다 공연 대관 시간 단위 주중 주말 시간 대관 부대시설 피아노 녹음 녹화 마이크 음악 교육 전용 공간 랜드 피아노 업 라이트 피아노 보유 연습실 홈페이지 예약 전문 연주자 초청 기획 공연 차세대 음악 인재 육성 지원 무대 프로그램 차례 진행 영 아티스트 콘서트 오디션 클래식 국악 부분 초중고 대학부 대상 차세대 음악 인재 선발 영 아티스트 콘서트 독주회 기회 제공 음악 국악 전공자 전문 예술인 도약 무대 지원 전문 예술인 육성 지원 사업 진행 아카데미 전문 지도 사도 양성 대표 지 도사 과정 감각 교수법 을 유아 성인 연령 수업 효과 극대 능력 최고 연주자 애호가 최신 교수법 피아노 교육 전문가 과정 클래식 음악 아이 창의력 소통 능력 교수 법인 예술 융합 교육 지 도사 과정 등클래식 국악 예술 발전 기여 곳서울특별시 서초구 바우뫼로 37 길 양재동
SCC홀,SCC홀 홀 문화예술 중심지 예술의 전당 맞은편 위치 규모 복 공연장 이다 독주회 실내악 공연 강연회 기업 행사 리셉션 연출 다목적 홀 무대 객석 로비 야외 테라스 시설 무대 객석 소통 부채꼴 모양 디자인 소리 울림 반사 잔 향 고려 디자인 객석 고급 의자 사용 효율 공간 배치 관객 편안 자세 무대 공연 감상 로비 리셉션 이벤트 홀로 활용 스크린 모니터 설치 밖 무대 공연 별도 마련 야외 테라스 원목 공간 공연 예술 여유 수음악 공연 강연회 다목적 복 공연장서울특별시 서초구 남부순환로 325 길 서초동
국립국악원 예악당,국립국악원 예악당 서초동 예술의 전당 옆 자리 국립국악원 예 악당 국립국악원 규모 국악 전용 공연장 이다 공연장 토담 모양 구획 객석 방패 연 모양 음향 반사 판 무대 전통 예술 고유 구성 구분 연결 별 좌 별 이름 발코니 석이 국악 관현악 악 가무 종합 극 소리 극 공연 토요일 국립국악원 대표 품격 토요일 상설 공연 토요 명품 을 공연 세계 인정 한민족 흥 신명 숨 한국 예술 진수 최고 연주자 음악 노래 춤 국악 공연 공연 진행 홈페이지 확인 예약 방문음악 노래 춤 국악 전용 공연장서울특별시 서초구 남부순환로 서초동
한생연 실험누리과학관,한생연 실험누리과학관 대치동 위치 실험 누리 과학관 개관 실험 체험 체험 사립 과학관 이다 생명과학 화학 물리 분야 전문 실험 기계 초등 중등 고등 수준 실험 프로그램 진행 실험 누리 과학관 실험 주제 현미경 태양광 로봇 제작 프로그램 구성 프로그램 60분 내외로 진행 관람 경우 시설 운영 관리 사전 예약 실시 사전 예약 관람 시간 선택 수국내 최초 실험 수행 전문 과학관서울특별시 강남구 도곡로 대치동
세일아트홀,세일아트홀 세일 아트 홀 개관 규모 콘서트홀 녹음 스튜디오 이다 공연 스튜디오 녹음 교육 세미나 연회 문화 예술 활동 복합 문화 공간 이다 콘서트 홀 버 홀 건축 음향 설계 소리 용도 사용 조명 설치 클래식 공연 경우 조명 조명 사용 광량 덕분 연주자 재즈 연주 대중음악 무대 경우 조명 사용 색상 문양 연출 무대 연출 연회 로비 라운지 공연 긴장감 최상 기량 발휘 메이크업 콘솔 공연 자 대기실 피아노 비치 연습실사람 문화 예술 소통 공간서울특별시 강남구 논현로 역삼동
SAC아트홀,SAC아트홀 개관 아트 홀 품격 문화 예술 공연 제공 건립 규모 공연장 이다 서울종합예술실용학교 건립 아트 홀로 무용 뮤지컬 연주회 콘퍼런스 장르 수용 다목적 공연장 이다 공연장 규모 복 공연 수용 공연 세미나 연회장 사용 카페 야외 테라스 공연 관람삼성동 코엑스 위치 최신 복합 문화 공연장서울특별시 강남구 삼성로 삼성동
KT&G상상마당 대치아트홀,KT&G상상마당 대치아트홀 상상 마당 대치 아트 홀 연극 콘서트 뮤지컬 장르 공연 전문 공연장 이다 본래 문화 예술 분야 사회 공헌 규모 전문 공연장 상상 아트 홀로 개관 상상 마당 일원 통합 대치 아트 홀 연극 라이어 뮤지컬 헤드윅 싱글즈 국내 공연 대표작 소개 시도 작품 창작 공연 지원 국내 공연 분야 발전 노력아티스트 관객 모두 최상 환경 제공 공연장서울특별시 강남구 영동대로 대치동
오월호텔,오월호텔 역삼역 근처 위치 성급 호텔 오월 호텔 분위기 호텔 건축가 화가 공간 디자이너 활동 한남동 빌라 롯데월드타워 니엘 설계 김백선 디자이너 마지막 작품 영국 유명 디자인 잡지 월 페이퍼 소개 한국 언 호평 객실 타입 구성 객실 객실 객실 전용 수영장 포함 객실 개인 테라스 고가 전체 동양 감성 객실 내부 물건 비치 이용 편리 객실 나무 대리석 활용 감성 느낌 객실 스피커 활용 사운드 시스템 넷플릭스 디즈니 플러스 시청 참고 가든 하우스 메이 하우스 현장 선착순 체크인 객실 오월 호텔 수도권 지하철 2호선 역삼역 출구 도보 10분 거리 주차 무료 제공객실 분위기 호텔서울특별시 강남구 언주로 85 길 역삼동
호텔스타프리미어 역삼,호텔스타프리미어 역삼 텔스타 프리미어 역삼 2016년 12월 개관 호텔 인테리어 성급 호텔 텔스타 프리미어 역삼 객실 무료 설치 객실 서비스 영화 방송 프로그램 감상 숙박 이용객 호텔 전용 주차장 이용 객실 서비스 세탁 서비스 셀프 세탁실 세탁 텔스타 프리미어 역삼 서울 방문 체류 여행객 숙소 수도권 지하철 2호선 역삼역 출구 도보 분 거리 지하철 2호선 코엑스몰 무역 센터 삼성역 잠실 롯데월드 이동 편리역삼역 인근 편안 객실 보유 호텔서울특별시 강남구 테헤란로 33 길 역삼동
호텔디아티스트,호텔디아티스트 역삼역 인근 위치 호텔 디 아티스트 고급 인테리어 편안 휴식 추구 호텔 객실 노트북 대여 대형 공기 청정 비치 객실 스페셜 더블 프리미엄 더블 스탠더드 더블 구성 호텔 로비 커피 취사도구 사용 밖 조식 서비스 최상 맛 합리 가격 떡볶이 피자 팥빙수 커피 먹거리 주변 관광지 가로수길 은행나무 공원 도산공원 코엑스 등역삼역 근처 디자인 편안 호텔서울특별시 강남구 테헤란로 29 길 역삼동
호텔페이토 삼성,호텔페이토 삼성 호텔 페이토 삼성 삼성동 코엑스 근처 위치 성급 호텔 합리 실용 중시 스타일 개성 추구 어 반 라이프 스타일 호텔 브랜드 자처 캐나다 위치 패 이토 호수 이름 기원 호텔 서울 도심 속 자연 편안 추구 호텔 객실 운영 호텔 조식 중식 뷔페 제공 식 음료 장인 소재 호텔 비즈니스 프라이 빗 행사 최적화 미팅 비즈니스 미팅 식사 겸비 공간 호텔 피트니스 위치 위층 코 세탁 구비 호텔 클래스 스위트룸 위치 강남 구경 수도심 속 자연 편안 추구 호텔서울특별시 강남구 테헤란로 87 길 삼성동
"서울 헌릉(태종,원경왕후)과 인릉(순조,순원왕후) [유네스코 세계유산]","서울 헌릉(태종,원경왕후)과 인릉(순조,순원왕후) [유네스코 세계유산] 서울 헌릉 인릉 강남구 세곡동 인근 조선 대 태종 왕비 대 순조 왕비 합장 왕릉 헌인릉 부른다 헌릉 조선 대 태종 원경왕후 민 씨 능 인릉 조선 대 순조 황후 김 씨 능 헌릉 인릉 정 자각 비각 주차장 입구 제례 준비 재실 헌릉 세종 원경왕후 세상 헌릉 뒤 태종 세상 쌍 릉 형태 능 조성 철종 경기도 파주 순조 인릉 현재 자리 이듬해 황후 세상 합 장릉 형태 능 조성 언덕 왕 왕비 봉분 조성 쌍 릉 형식 정자 왼쪽 태종 오른쪽 원경왕후 능 조선 시대 쌍 릉 대표 능 인릉 순조 세상 이듬해 파주 교하 인조 장릉 근처 능 조성 풍수지리 불길 제기 철종 천장 논의 다음 해 헌릉 서쪽 언덕 현재 자리 천장 철종 숙 황후 세상 인릉 능 조성 봉분 왕 왕비 합 장릉 형식 우왕 좌 비의 형식 왼쪽 순조 오른쪽 황후조선 태종 순조 비와 왕릉서울특별시 서초구 헌인릉 길"
광나루한강공원 광나루모형비행장,광나루한강공원 광나루모형비행장 광 나루 한강공원 한강공원 광 나루 모형 비행장 2016년 6월 개장 모형 비행장 이다 정익 드 가로 세로 레이싱 드 회전 익 드 드 공간 인터넷 사전 예약 시간 무료 사용 드 사전 비행 허가 드 스톱 민원 서비스 비행 허가 신청 영상 촬영 신청 드 사용자 성명 연락처 부착 안전사고 대비 보험 가입 필수 한강 드 론 공원 인근 광 나루 자전거 공원 하 성운 숲 영 탁 숲 한강공원 광 나루 장미 공원 수영장 놀이공원드 공식 비행장서울특별시 강동구 구천면로 천호동
씨에스에비뉴호텔(CS AVENUE호텔),씨에스에비뉴호텔(CS AVENUE호텔) 호텔 은평구 통일로 호텔 건물 뒤 숲 객실 시간 매점 글램 핑 전용 주차장 로비 시간 매점 커피 머신 컴퓨터 객실 사용 목적 일반 커플 안마 의자 릴 렉스 게임 게임 숲 위치 특성 글램 핑 객실 바 베 큐 주차 고객 객실 할인 서비스 수도권 지하철 3호선 녹번역 출구서울 글램 핑 객실 호텔서울특별시 은평구 통일로 응암동
코스모스아트홀,코스모스아트홀 코스모스 아트 홀 코스모스 악기 차별 고객 서비스 규모 리사이틀 홀 예술의 전당 맞은편 코스모스 악기 건물 지하 자리 윤택 음색 표현 자유자재 세계 콘서트 그랜드 피아노 루가 와이 피아노 준비 사용자 이용 편리 실내 장식 설비 코스모스 악기 주최 초청 콘서트 무료 공연 클리닉 세미나 대관 이용 수세계 그랜드 피아노 준비 리사이틀 홀서울특별시 서초구 반포대로 서초동
번지피지오 옴니바디웍스청담,번지피지오 옴니바디웍스청담 번지 피지 청담동 자리 요가 요가 번지 피지 중점 요가 설비 번지 피지 매트 필라테스 설비 규모 파우더 사물함 샤워실 시설 완비 강습 성인 어린이 요가 번지 피지 강습 준비 개인 강습 마련 밖 회원 회원 가격 참여 번지 피지 요가 데이 클래스요가 번지 피지 중심 요가 원서울특별시 강남구 압구정로 청담동
국제아트홀,국제아트홀 국제 아트 홀 개관 클래식 연주 녹음 전문 공연장 이다 공연장 계단 식 정석 규모 음향 객석 무대 특징 좌석 무대 관객 연주 몰입 근처 압구정 현대백화점 압구정역 국제 아트 홀 주차 건물 뒤편 건물 주차장 현대백화점 옆 위치 압구정 공영 주차장 국제 아트 홀 압구정역 출구 앞압구정 위치 클래식 연주 녹음 특화 공연장서울특별시 강남구 압구정로 신사동
광야아트센터,광야아트센터 광야 아트 센터 압구정 위치 규모 공연장 이다 대학로 기독 뮤지컬 전용관 극장 광야 시작 압구정 좌석 편의 시설 공연장 이전 지금 광야 아트 센터 기독 문화예술 문화예술 복합 문화 공간 활용 공연장 건물 복 구조 공연장 분 장시 사무실 광야 아트 센터 운영 주차장 광야 아트 센터 소재 킹콩 빌딩 주차장 이용 수도권 지하철 압구정로데오역 출구 정도기독 문화예술 공연 포괄 수용 공연장서울특별시 강남구 선릉로 청담동
세실아트홀,세실아트홀 세실 아트 홀 규모 극장 실내악 마스터 클래스 음악회 콩쿠르 장소 콘서트 피아노 녹음 부스 대기실 분장 무대 천장 난반사 객석 정도 잔 향 무대 조명 클래식 음악회 관객 집중 배치클래식 공연 극장서울특별시 강남구 언주로 173 길 신사동
GB성암아트홀,GB성암아트홀 성암 아트 홀 성암 아트 홀 무대 시설 인테리어 노후 모델링 시행 개관 공연장 인치 대형 전광판 고급 조명 음향 시스템 객석 전동 수납 식 필요 인출 수납 특징 규모 공간 스튜디오 공간 사용 테이블 세팅 콘퍼런스 연회 공간 사용 음향 시스템 월 시스템 규모 행사 공연 전시 공간 성암 컬처 홀수준 공연 편리 공간서울특별시 강남구 선릉로 111 길 논현동
삼익아트홀,삼익아트홀 삼 익 아트 홀 클래식 국악 대중가요 장르 공연 진행 기본 규모 규모 공연장 이다 공연장 기본 석이 전환 수용 삼 익 아트 홀 독주회 독창회 작곡 연주 신인 연주자 연주회 열기 공간 팬 미팅 출판 기념회 송년회 주주총회 행사 진행 삼 익 아트 홀 대기실 케이 링 공간 마련 케이 링 공간 와인 바 형식 테이블 바 케이 링 테이블 준비예술 사랑 모두 규모 공연장서울특별시 강남구 학동 논현동
kia360,kia360 360 도로 트랙 기아 브랜드 디자인 철학 이해 생각 영감 조성 체험 관이 체험 기아자동차 브랜드 차량 시승 경험 360 부분 브랜드 디자인 전기 자동차 체험 기아자동차 브랜드 역사 모습 디지털로 복원 이움직임 생각 영감 곳서울특별시 강남구 압구정로 압구정동
